first_name,last_name,date_of_birth,gender,position,department,hire_date,salary,performance_rating,salary_increase,absenteeism_days,overtime_hours,satisfaction_score,feedback_text,will_leave
John,Williams,1988-06-05,0,Developer,IT,2021-02-28,36809.499351369974,4.253872588786347,0.018433591694486464,5,4,1.6051076208150503,Average,0.0
Emily,Williams,1998-10-11,1,Analyst,Finance,2020-02-29,101054.30685816471,7.73344743748917,0.11225113561498481,28,8,1.28600635921592,Average,0.0
Emily,Johnson,1971-02-20,0,Analyst,IT,2020-03-14,77122.78366993077,2.9643388542435654,0.19788635315592631,0,0,2.2409674242040936,Average,1.0
Jane,Doe,1991-09-10,0,Manager,HR,2022-12-10,61573.7198401514,4.263038169031851,0.1611429051336436,16,12,1.7621950768777614,Good,1.0
Jane,Doe,1998-11-25,0,Manager,HR,2021-02-26,42563.89806238201,6.188251938019786,0.15237672237248878,12,16,3.4818166399715316,Poor,1.0
Jane,Doe,1970-04-18,1,Developer,Finance,2021-03-20,84151.39476164665,9.433980504277093,0.06236042739115373,5,5,6.887441388574886,Average,1.0
Emily,Doe,1991-12-05,1,Manager,IT,2022-02-21,67590.02962352952,2.047226366480463,0.12255916710730208,10,14,6.955999592244747,Good,0.0
Alex,Williams,2002-02-23,0,Manager,IT,2023-07-28,63611.215061943476,3.2980273638691973,0.021174863642625864,3,12,5.784949213880347,Average,0.0
Emily,Johnson,1968-02-15,1,Analyst,HR,2020-09-30,67726.45883119092,2.5138329018986636,0.17586604313569482,2,7,5.521845584497388,Poor,0.0
John,Johnson,1979-11-14,1,Analyst,Finance,2024-05-01,87187.2921175719,6.668385889912369,0.08064212663676457,9,5,5.781646165158388,Good,0.0
John,Johnson,1988-03-28,1,Analyst,HR,2024-02-21,89224.94854750988,1.072531930079078,0.188634964592257,28,13,1.9685276628387296,Good,0.0
Jane,Williams,1990-12-01,1,Analyst,HR,2022-12-13,54694.614468232874,9.114247047583609,0.04304089594663856,23,2,8.456393205057168,Poor,0.0
Emily,Williams,1992-10-14,1,Developer,IT,2021-12-07,61122.54885693824,7.039838413773785,0.16108600860919584,21,0,4.601910482647048,Poor,0.0
John,Johnson,1991-03-14,0,Analyst,HR,2023-12-31,68788.55117287398,3.7404327947405576,0.03961910334405792,9,18,8.984073855013285,Good,0.0
Emily,Williams,1968-03-10,1,Developer,HR,2021-02-28,80887.79708469682,4.980270488676032,0.15944221451575258,9,13,4.537935168034609,Poor,0.0
John,Doe,1980-06-24,0,Manager,HR,2024-05-05,51149.484978122244,8.471358846981264,0.18965030755801587,6,16,3.083276923887683,Average,1.0
John,Smith,1981-07-09,1,Analyst,Finance,2022-06-20,81655.48794621094,4.536055980038611,0.005730485515530903,25,15,1.1017228293012022,Poor,0.0
Alex,Williams,2000-03-15,1,Developer,Finance,2019-09-26,78977.8796253332,3.477152629333075,0.14188777292679497,7,6,2.1876878766156556,Poor,1.0
Alex,Williams,1970-07-17,1,Developer,HR,2020-04-16,102508.39248270077,3.0188670296817364,0.04521581420211254,20,7,9.37358578152393,Average,0.0
Alex,Williams,1981-08-30,0,Manager,HR,2021-08-13,34616.446408309406,5.432818426428604,0.08842140693594401,2,14,4.551150837870314,Average,1.0
Alex,Doe,1993-09-20,0,Developer,Finance,2020-12-16,43850.991422439634,2.343245227673265,0.053634873548982664,3,1,4.676100232676344,Average,0.0
Jane,Williams,2006-07-03,0,Analyst,HR,2022-10-29,52186.79150741847,9.784294287401835,0.06896352154923395,19,19,3.8072071498303472,Good,0.0
Alex,Johnson,1968-09-03,1,Analyst,Finance,2023-05-29,42699.683461921595,5.910239096128598,0.021118309195328002,4,19,6.907472734462905,Poor,0.0
Jane,Smith,2001-07-14,0,Manager,IT,2022-11-02,44058.13571375394,9.89578894567133,0.19545598651328946,29,2,6.200263452259763,Good,0.0
Alex,Johnson,1969-09-07,1,Manager,Finance,2021-06-07,68473.78086812411,3.9725620075187598,0.11284636333690722,15,15,2.813755402056816,Good,0.0
Alex,Williams,2000-08-31,0,Analyst,IT,2024-08-08,84287.29490532007,5.712404924373505,0.05071682339927384,16,0,5.430090836641675,Good,0.0
Emily,Doe,1988-02-11,0,Manager,HR,2019-08-23,76047.47242671126,1.549064287048554,0.057566259770321176,17,10,9.674408447906263,Poor,1.0
Alex,Smith,1998-11-04,0,Manager,HR,2022-10-26,30486.443130540287,1.0121164386090733,0.07562015395749017,27,9,7.231188755389727,Good,0.0
Emily,Doe,1980-05-15,1,Analyst,IT,2021-02-19,41787.63686947567,6.453972705439229,0.16988928124514713,10,8,9.972182967304198,Average,0.0
Jane,Williams,1991-06-13,0,Manager,IT,2023-03-09,37343.88480043545,3.327324320213056,0.005570448164214881,27,1,4.837585211214603,Average,0.0
Jane,Johnson,1971-06-05,1,Manager,IT,2023-03-04,110134.58887697395,6.1919308118008765,0.11278391335112475,23,9,5.920266954667059,Good,1.0
Emily,Smith,1993-07-26,1,Manager,HR,2020-07-26,94324.69501518324,3.6401807929690886,0.10509406147117864,15,3,6.449331254733508,Good,0.0
Emily,Williams,1985-07-20,1,Analyst,Finance,2023-04-20,98070.0842624598,1.7350054827408663,0.18485741415893225,20,7,2.149971875109914,Poor,0.0
Jane,Smith,1977-07-04,1,Developer,IT,2020-03-03,80092.0585651938,4.084578328851165,0.02691525342082155,11,16,8.483664998010012,Poor,1.0
Jane,Doe,1978-04-17,0,Analyst,Finance,2024-01-19,40639.67600619797,1.0002764696084419,0.142427409176121,16,18,2.333957158893922,Average,0.0
Emily,Williams,1973-04-19,0,Analyst,IT,2021-04-05,79780.07739525344,8.310323088913076,0.07680852767822009,1,12,9.89951978250248,Poor,0.0
Emily,Johnson,1982-06-11,1,Analyst,Finance,2023-01-24,69969.32012159568,5.786845898545149,0.1747237057474431,2,19,6.244430044102134,Good,0.0
Jane,Doe,1983-11-05,0,Manager,IT,2022-04-13,91397.25203295889,3.837154911845057,0.02664198482732574,2,2,6.999553763914351,Good,1.0
John,Johnson,1968-01-25,0,Manager,Finance,2021-07-13,38325.03941450674,8.023130764661428,0.1347403467084313,24,19,5.428490404441606,Good,1.0
Alex,Johnson,1995-07-26,1,Manager,HR,2019-10-02,55403.62233716396,3.682680854723405,0.055569032641313104,8,19,6.867107790062145,Poor,0.0
Emily,Johnson,1973-01-27,0,Manager,Finance,2022-10-16,56609.85353444572,9.392901304172058,0.10464261099417499,18,5,3.2708073436271836,Average,0.0
Jane,Williams,1991-01-11,0,Analyst,HR,2023-08-02,36717.45879714859,9.169618898597614,0.19931313125779648,11,5,6.008181736139398,Poor,0.0
John,Doe,1972-11-09,0,Developer,IT,2022-12-20,104988.39209370069,3.7271575628382703,0.1933095033104165,3,10,9.375782287167638,Poor,1.0
Jane,Johnson,1974-11-01,1,Developer,Finance,2023-06-10,40840.26059969089,6.260888019335123,0.1938643624568358,25,18,1.690505441675967,Average,1.0
Alex,Smith,1994-06-17,0,Analyst,HR,2020-09-04,114694.34340345394,8.853895649584498,0.09041731936227321,24,18,1.001678753535968,Poor,0.0
John,Williams,1983-07-13,1,Manager,Finance,2024-01-08,114645.35575914623,6.838888475434474,0.19091318577176217,8,9,5.2967457053231835,Poor,1.0
John,Smith,1970-12-14,0,Developer,IT,2019-10-06,65256.820550605036,2.463947335949366,0.14687313529844367,10,3,5.971295240355109,Average,1.0
John,Doe,1994-08-13,1,Developer,Finance,2023-10-25,78625.1003868679,1.7135225616807257,0.11317011206264933,13,17,2.548774292073638,Good,1.0
Alex,Johnson,1986-06-28,0,Developer,IT,2020-04-20,114561.17301226492,7.7962025570067635,0.11732478365673255,3,10,8.12268775456278,Average,1.0
Jane,Smith,2004-09-23,0,Analyst,IT,2023-11-29,59078.973149970356,9.889745851892696,0.06513696041279064,5,5,6.430007765908313,Average,0.0
John,Smith,1976-12-05,1,Developer,HR,2019-09-23,110555.87599661213,2.342267433457637,0.1571850552417827,29,6,9.842691450304349,Good,1.0
Alex,Doe,2003-05-20,0,Manager,IT,2023-11-15,84933.97457864949,1.2169917406780013,0.023291786096342505,17,2,2.7035528132440847,Average,1.0
Jane,Doe,1980-11-19,0,Analyst,Finance,2023-07-31,69703.5497007569,2.794704379826815,0.05289436333343816,1,1,8.433390776950146,Average,1.0
John,Johnson,1975-04-13,0,Analyst,Finance,2024-03-21,107966.31923839632,2.481655854328019,0.08302498790694422,18,16,6.144468845346495,Good,1.0
Emily,Doe,1999-01-11,0,Manager,IT,2023-04-20,105351.34963996362,5.886983193447424,0.0747616217734005,6,14,2.2866478984067693,Average,1.0
John,Johnson,1984-02-07,1,Analyst,HR,2023-01-01,115717.37753969792,8.952082555331714,0.05412399893871933,25,19,5.269914042586615,Poor,0.0
Alex,Doe,1969-10-22,0,Developer,Finance,2020-06-14,48165.76518273823,3.3229353624442157,0.02270812846525734,6,14,8.000301200126057,Average,0.0
Jane,Williams,1989-06-30,0,Developer,HR,2020-06-19,83029.315291307,5.088505571108403,0.09031311732111502,17,11,9.856283628512172,Average,1.0
Emily,Smith,1987-03-29,1,Developer,Finance,2024-02-23,92165.36836019368,7.559076000309184,0.009394598219627959,29,12,1.8202657550020978,Average,0.0
Emily,Johnson,1991-05-27,1,Analyst,Finance,2019-12-21,74067.96684288295,4.738987005328807,0.004801008968977772,0,3,2.5937402985756086,Average,1.0
Alex,Smith,1981-09-21,1,Analyst,HR,2023-06-10,51323.15945070511,1.8726910386888227,0.03580632748831676,14,17,7.097912246653983,Poor,0.0
Jane,Johnson,1979-02-13,1,Analyst,IT,2021-07-01,86497.08734076028,6.827121466709913,0.16875100879745875,6,13,9.654542263415491,Good,1.0
Emily,Doe,1971-01-20,0,Analyst,Finance,2022-08-17,46280.27112410085,8.192421739943038,0.06683854283462198,22,0,8.493505959935181,Poor,1.0
John,Smith,1992-02-15,0,Manager,Finance,2020-02-21,88704.75998091452,5.136801376471636,0.13515225857904475,29,15,6.695223495953562,Poor,1.0
John,Smith,1998-09-20,1,Analyst,Finance,2024-01-11,109164.13470405858,9.163377643735197,0.19830655516547732,0,5,4.198954036276556,Poor,0.0
Alex,Johnson,2002-11-10,1,Developer,Finance,2020-01-04,81803.40857760738,2.453120506578161,0.09434796750368782,22,12,3.0214219606739636,Poor,0.0
Emily,Johnson,2004-10-04,0,Manager,Finance,2022-11-05,59750.490207566174,7.70263055046289,0.08248061209357323,20,7,6.490971298326112,Good,0.0
Alex,Williams,1967-02-06,1,Developer,IT,2024-07-15,76233.70696937744,3.5936607336357653,0.0012928715579421102,5,10,3.570633897060188,Average,1.0
John,Johnson,2002-01-12,1,Analyst,Finance,2020-11-02,35481.1739789544,1.2783779325420943,0.14288282029409957,19,12,3.282514937737374,Good,1.0
John,Doe,1973-03-14,1,Manager,Finance,2020-06-28,110159.26099156581,6.372507010718553,0.1620322179919405,18,15,3.661728063355186,Good,0.0
Jane,Johnson,1994-02-04,1,Analyst,HR,2020-04-25,69239.56625135272,6.3464451901013,0.11793069903030953,5,8,1.7341743305022934,Poor,0.0
Jane,Smith,1965-11-22,0,Manager,IT,2020-11-28,84435.5486426323,4.487061663302848,0.17269597898256261,12,8,3.641813132127944,Good,1.0
Alex,Johnson,1990-03-05,1,Developer,Finance,2021-02-04,80813.15750401172,6.967244833508326,0.13581332089912748,12,3,9.972544756705027,Average,0.0
Alex,Doe,1970-02-27,0,Analyst,HR,2022-07-06,110764.71457173434,3.3057236299541946,0.044130211924349697,28,9,8.732005818822248,Good,1.0
John,Smith,1985-08-11,1,Developer,Finance,2021-06-15,91243.15162719366,9.38528176313052,0.12407425042474421,6,13,4.365524210311607,Good,0.0
Alex,Doe,2004-06-09,1,Analyst,IT,2023-04-07,90453.79733196547,7.563788204294855,0.11501211469176294,9,5,4.302652663064804,Poor,1.0
Alex,Smith,1965-01-16,1,Developer,Finance,2019-10-28,66479.2824582258,3.4224541389246625,0.039726322772373826,15,8,4.3320896711611905,Good,1.0
Alex,Johnson,1989-04-21,1,Developer,Finance,2022-03-26,87741.17100164949,1.2301281918076121,0.15759402671818634,15,14,3.406737506248969,Poor,1.0
Jane,Williams,1988-03-05,1,Developer,Finance,2024-02-21,107282.83091201165,8.71507843632812,0.15293019007697473,24,5,7.212905622106561,Poor,1.0
John,Smith,1990-02-01,0,Developer,HR,2021-05-24,50815.193548435986,3.192140132781687,0.0612094332457543,27,2,2.594144297784286,Good,1.0
Alex,Smith,2004-09-28,0,Manager,Finance,2021-03-15,114921.67296316594,8.841264646587874,0.057888178993641654,21,6,2.185182130925863,Good,0.0
Alex,Williams,2002-12-20,1,Analyst,Finance,2023-07-22,45197.26170333555,1.4827131236874775,0.14349299812238245,26,15,8.641882179628084,Poor,0.0
Alex,Johnson,1991-10-17,0,Developer,HR,2023-01-15,94834.55987278011,5.600022746405505,0.12086259644806396,2,15,8.458380854362058,Poor,1.0
Alex,Smith,1982-07-11,1,Manager,Finance,2020-10-20,92732.17494038696,4.266845563634845,0.17585591123140135,23,19,2.01331419876275,Average,1.0
Jane,Smith,1991-09-10,0,Manager,Finance,2023-11-15,107624.68566614269,3.0976553070175146,0.13903749324201314,29,14,8.771361475322038,Average,1.0
Emily,Williams,1979-06-23,1,Manager,IT,2022-06-23,117820.09366940394,4.32222574428284,0.07143846679860898,24,1,2.5071377006618967,Poor,0.0
Alex,Johnson,1996-04-15,0,Developer,HR,2024-07-29,118446.55868193474,3.2497560178194673,0.014672813491920534,13,19,4.799730104926103,Good,1.0
Alex,Doe,1984-11-08,1,Manager,IT,2022-01-16,71222.57549254817,3.3098248646748623,0.15042286653939496,20,6,3.8876908847485923,Average,0.0
Alex,Doe,1988-11-30,0,Analyst,IT,2021-05-11,48381.7895731586,4.768256289949158,0.043926985718913805,8,10,9.235013839727745,Average,1.0
Jane,Johnson,1972-07-21,1,Analyst,HR,2020-02-22,95162.62698956291,9.359271646190967,0.0861071641826074,23,3,5.611535386588959,Average,0.0
Alex,Johnson,2002-05-02,0,Manager,IT,2020-08-10,33203.12077258287,9.948972724171433,0.046545669783110366,22,17,2.70887796186328,Good,0.0
Emily,Smith,1999-02-13,0,Developer,IT,2024-02-23,90802.8096210695,5.580046630628922,0.17228913720426486,22,18,1.2855024263442805,Average,1.0
Emily,Johnson,2000-10-28,1,Manager,HR,2019-09-09,97911.2425085163,3.237443961519757,0.10767899585739155,13,16,8.717775469767314,Poor,0.0
John,Smith,1979-01-29,0,Analyst,Finance,2020-12-29,51127.89795524742,8.369823434684243,0.0674661217691531,23,5,9.927002763527426,Average,0.0
John,Williams,1980-05-05,0,Analyst,Finance,2021-12-04,79999.4612897058,3.6222496555397004,0.08347895646582959,29,10,9.14769099109464,Good,0.0
John,Smith,1999-05-08,0,Analyst,HR,2024-04-22,93800.92014959845,9.944055778403548,0.06292578178703977,22,14,8.048452878313274,Average,0.0
Emily,Johnson,1984-06-30,0,Manager,Finance,2021-07-01,47111.588968683514,8.39125139103734,0.10892617422142717,4,0,9.599033722942607,Poor,0.0
John,Williams,1982-11-07,0,Developer,HR,2019-12-13,49105.70775017322,2.0400253901256855,0.1672841845971279,10,16,8.376623825928803,Poor,0.0
Emily,Doe,1997-04-27,1,Analyst,HR,2022-05-21,115726.51107161387,7.790832243122145,0.08909058594685758,18,1,2.5080988537405586,Good,0.0
John,Williams,2001-07-12,1,Developer,IT,2023-06-01,40640.01708652139,4.613478495083887,0.1586257075926113,5,12,2.6736535680167592,Poor,1.0
John,Johnson,1995-11-24,1,Analyst,HR,2021-07-18,33879.00980534917,2.611854453953634,0.07844355868670803,24,4,2.270791571834664,Poor,1.0
John,Williams,1971-05-06,1,Analyst,HR,2021-05-22,99117.29802556484,6.657097605825549,0.1266526403218821,0,8,5.779985467037748,Poor,0.0
Jane,Williams,1989-01-07,1,Analyst,Finance,2022-12-04,60131.013770161124,3.823328122814406,0.12712906439052266,6,9,2.336561034793127,Average,1.0
Emily,Doe,1989-06-17,1,Developer,IT,2024-05-30,117096.8542350344,6.9198884494534,0.11287907606779793,11,15,7.264718754103352,Poor,1.0
Alex,Williams,1990-08-20,1,Manager,Finance,2023-04-02,72526.38985376267,4.4040206371901025,0.10345869643045064,12,14,2.7941094052406483,Average,1.0
Alex,Smith,2003-11-28,0,Manager,IT,2024-05-03,62435.46360487001,1.7836408501957737,0.040429879845054154,23,7,2.8635137504472956,Good,0.0
Emily,Doe,1993-02-25,1,Developer,HR,2021-12-02,57691.118053015365,9.334536038364389,0.032338910654797375,15,7,7.432261077121607,Good,0.0
Jane,Johnson,2004-02-04,1,Manager,IT,2022-02-11,47591.22003315599,2.4960642584649286,0.18329783022310286,17,16,4.348740294666063,Good,0.0
Alex,Williams,1986-01-28,0,Analyst,Finance,2020-02-11,34464.53175145345,3.3135642297028784,0.093007266844182,4,18,1.7839836051529063,Average,0.0
Jane,Smith,1985-02-14,1,Developer,HR,2020-06-30,74014.3560404355,4.164848851077148,0.18190969460242767,16,11,7.859571284634802,Good,1.0
Alex,Johnson,1990-03-19,0,Analyst,HR,2020-11-02,118719.1424627167,8.121558632470151,0.12027681413771268,13,13,5.901359038396745,Good,1.0
Jane,Doe,1988-04-08,0,Manager,HR,2023-05-06,64871.981743958095,6.2507936711659156,0.09284078979042534,5,15,5.322648329122202,Poor,0.0
Jane,Johnson,1999-03-13,1,Manager,Finance,2021-05-15,97374.78377236491,5.343411120953686,0.043206288078614444,19,3,7.4361251783519915,Poor,1.0
Jane,Williams,1975-01-02,0,Manager,IT,2022-06-23,85646.17188793092,7.126051359031633,0.13334630597151795,20,15,1.0084907374086798,Average,1.0
John,Johnson,1981-03-06,0,Analyst,IT,2021-02-11,42453.1380799371,7.643514434831593,0.1713928829552478,13,2,5.431260731676632,Average,1.0
Emily,Smith,1998-11-15,0,Manager,IT,2023-12-18,36159.663831836355,9.076575864894277,0.023876202267639358,11,19,8.341708425635087,Average,0.0
Alex,Williams,1992-05-31,1,Analyst,HR,2024-05-20,108268.47163309541,1.7932098787902233,0.15535968744172615,26,4,2.6363588755360485,Poor,1.0
John,Johnson,1979-07-01,0,Developer,Finance,2020-10-01,47683.82702605901,2.9057127584717755,0.008299465101981275,20,10,7.3390178436146245,Average,1.0
John,Johnson,1993-09-07,1,Analyst,HR,2022-06-26,113714.8682576295,5.748291759449491,0.05178085495862792,8,9,7.534763663354655,Good,0.0
Jane,Johnson,2004-03-17,0,Analyst,HR,2020-09-21,93668.36476457391,7.406001504918545,0.1796710550335331,17,4,2.1169663094239963,Good,1.0
Jane,Smith,1971-11-29,0,Analyst,Finance,2020-08-02,32228.83898185361,3.2393712431793866,0.08157792170145602,25,10,2.2273329472080925,Average,0.0
Emily,Williams,1992-08-02,1,Developer,HR,2023-05-10,75601.72117686024,8.704009674038375,0.14999073636048157,21,11,4.1230210187097995,Poor,1.0
Emily,Johnson,1972-08-12,0,Developer,HR,2020-08-27,105277.4036921871,8.76240659708471,0.06319942822504547,9,5,5.975333881465142,Average,1.0
Emily,Johnson,1966-08-25,1,Developer,HR,2024-06-16,51294.88044367566,5.351482765961235,0.08582989839166438,23,19,8.537252676568972,Average,0.0
Jane,Smith,2003-11-04,1,Manager,HR,2019-08-21,71962.79533750519,8.127420606673876,0.0804614082764744,7,6,4.94109898428621,Good,1.0
Jane,Johnson,1987-04-06,0,Manager,Finance,2023-06-04,81985.17725734203,6.138163483769303,0.06648533843487303,23,7,1.959612570429381,Good,1.0
Alex,Williams,1983-09-18,0,Manager,HR,2021-03-19,107856.39894378545,6.407129344056572,0.140173139448776,3,9,6.676933781553585,Good,1.0
Alex,Smith,1980-08-18,0,Manager,IT,2024-03-25,113217.7612015773,1.5060186536587503,0.09712685968266808,24,15,6.493267070363413,Average,1.0
John,Johnson,1979-03-19,0,Manager,Finance,2022-09-14,76326.7974381102,1.8962174218602603,0.0032056312910246246,27,17,4.392875505581575,Average,1.0
Jane,Johnson,1992-09-06,0,Manager,HR,2021-07-27,61127.297217774234,1.3169365617297115,0.14923592771045446,8,14,8.91853973147321,Good,0.0
Jane,Williams,1998-09-15,0,Developer,HR,2021-04-28,106047.37682760913,5.286901169862139,0.13395089024364956,27,2,3.708696876684595,Good,1.0
John,Williams,1989-10-10,1,Manager,IT,2023-06-18,119595.98712142797,5.052491293974317,0.050506077927288895,16,6,2.8818762813065284,Poor,0.0
Emily,Smith,1972-06-19,0,Analyst,IT,2022-03-22,33098.81777159831,5.012429948443145,0.16333104864032472,15,0,1.780359108360762,Good,1.0
Emily,Smith,1994-08-20,1,Analyst,IT,2023-04-18,114185.50407010189,7.762809857781724,0.18826687855738033,15,13,1.893066364851821,Average,1.0
John,Doe,1972-10-15,1,Developer,IT,2022-07-06,119776.63180554075,1.2920596911160813,0.0471176456489355,14,4,4.592134904004695,Average,0.0
Jane,Williams,1981-06-03,1,Analyst,HR,2022-04-17,94590.85420141497,9.789558735835083,0.07544035649152775,3,4,4.910778669740458,Good,0.0
Jane,Johnson,1995-09-01,1,Analyst,IT,2023-12-30,98057.30106961024,4.54379627408866,0.12164227535328934,12,17,7.6813294338080365,Average,1.0
Emily,Williams,1975-08-07,1,Manager,IT,2021-05-09,89736.84647628483,2.0641455322492646,0.19078904249875522,23,2,6.194944657080551,Average,0.0
Jane,Doe,1991-05-22,1,Analyst,HR,2021-06-13,93098.7828627843,4.696583891419108,0.10092745759548699,1,16,7.225481027212199,Poor,1.0
Alex,Johnson,1981-08-29,0,Analyst,Finance,2020-02-21,107115.18147508588,5.20190289210794,0.07194397238205393,24,14,7.456264777327302,Poor,1.0
Emily,Williams,1994-02-07,1,Manager,Finance,2021-03-23,92020.89814461823,8.772769471754405,0.1993618361362218,27,16,2.0003579180498066,Good,1.0
Emily,Johnson,1986-11-18,0,Manager,Finance,2021-02-19,80191.98220669074,1.4914927289212214,0.19436906026509693,4,14,5.524751724486511,Good,0.0
Alex,Smith,1984-01-28,1,Manager,HR,2023-06-19,56807.34585511901,8.020432783360391,0.09432527303905235,6,11,1.6777129023862276,Poor,1.0
Jane,Doe,1995-04-06,1,Manager,IT,2023-12-25,110202.60826141585,5.143198358213442,0.1419342687009049,27,18,5.693958855198704,Good,1.0
John,Johnson,1998-01-01,0,Manager,IT,2024-06-24,31966.20407875816,7.970370428078118,0.026886685473910002,19,7,4.855166205119616,Poor,0.0
Emily,Smith,1967-11-12,1,Developer,HR,2024-01-04,101279.37300651387,9.880188504553217,0.05017469434322211,5,0,8.066708959805572,Poor,0.0
Emily,Johnson,1995-03-12,1,Manager,Finance,2020-10-16,70754.23247558941,3.508248843356732,0.191774374638082,23,17,3.9189599122326997,Good,0.0
Alex,Williams,1984-08-19,0,Developer,Finance,2020-08-23,82068.76363831783,1.7431494223174946,0.030904165998103795,12,5,1.5751084784353644,Good,1.0
John,Williams,1984-05-25,1,Analyst,HR,2020-10-17,53283.9852674071,4.124729508059907,0.15883646906343674,28,1,9.438758019621119,Poor,1.0
Alex,Smith,1967-04-06,0,Developer,IT,2023-11-03,53186.87988871762,5.0494930684197366,0.13858178220495354,16,4,9.958793616329105,Good,1.0
Alex,Johnson,1981-03-04,0,Developer,HR,2019-11-14,35196.69715203324,8.605110134401983,0.01181002889165439,3,18,1.9338070918227075,Good,1.0
Jane,Doe,2004-08-24,1,Manager,IT,2022-06-06,99493.68248542544,2.5341626042347785,0.0769031627412533,14,8,8.036018433358537,Good,0.0
Jane,Johnson,1986-06-04,0,Developer,IT,2023-06-06,97553.86110697138,3.123969453183138,0.028708951188753586,29,6,5.5998443932515825,Average,1.0
Jane,Williams,1986-12-05,1,Manager,Finance,2022-10-03,108526.79566464262,3.1973280445621652,0.09002197173700593,29,1,4.348392110309867,Average,1.0
Jane,Johnson,1988-05-28,0,Analyst,IT,2023-04-06,41197.96981667041,6.396375340396486,0.1100702557677502,13,3,8.537046355751157,Good,1.0
Emily,Smith,1989-02-28,1,Manager,Finance,2021-01-17,40757.778259237006,3.072873022145898,0.02128235258056892,14,0,7.725678018038711,Poor,1.0
Jane,Doe,1990-11-29,1,Manager,HR,2023-07-29,117741.38455292114,4.7000207529536375,0.08894255537166716,29,11,9.85006691572804,Poor,1.0
John,Johnson,1989-11-03,1,Analyst,Finance,2024-04-15,30698.997793857183,5.428828093150882,0.1972974803143459,18,1,8.574598067884967,Average,1.0
Jane,Doe,1984-03-27,1,Analyst,Finance,2024-01-11,90943.04700045023,2.0711917404382696,0.013785575626929725,28,15,2.980810594425452,Good,1.0
Jane,Williams,1997-11-02,0,Developer,HR,2019-10-31,67002.99028319883,7.336283073324912,0.04349058644344719,18,5,9.788108764918691,Poor,0.0
Alex,Williams,1987-01-08,0,Manager,Finance,2020-07-01,54101.32270703704,4.890079535540574,0.018297503677491746,13,13,1.1133676114460827,Average,0.0
Emily,Williams,1991-12-13,0,Developer,IT,2022-07-04,30884.479731280906,4.682643287126397,0.06587585386041515,10,14,2.2334752254533994,Poor,0.0
Emily,Smith,1999-12-08,1,Developer,Finance,2020-04-20,34731.69580299028,1.9397383254830622,0.11379663886082457,12,9,2.4072592748038755,Average,1.0
Emily,Doe,1991-02-10,0,Developer,HR,2023-03-08,94999.44888062816,2.5674102315585667,0.10937623475748659,19,1,5.001648921225142,Poor,0.0
John,Johnson,1995-06-19,1,Manager,IT,2023-05-23,75371.95577265945,3.905288141030653,0.051621528634682945,24,11,2.1995583227395583,Good,0.0
Alex,Smith,1984-07-22,0,Analyst,HR,2021-08-14,57162.005027503954,9.097687705679846,0.12568139152819796,14,16,8.508923161744587,Good,0.0
Emily,Doe,1996-01-20,1,Analyst,IT,2021-11-17,104137.17491557205,1.7674150745050965,0.1732367417738059,18,9,3.3860192537363387,Poor,1.0
Emily,Smith,1983-12-17,0,Manager,HR,2024-03-02,73968.82197962314,5.7177664395697665,0.13338708351144343,15,4,6.846004060812656,Good,0.0
John,Williams,1984-10-31,0,Analyst,HR,2020-12-13,85936.68516306437,2.9787576073207918,0.08896787186810591,14,5,4.480268049887158,Average,0.0
Alex,Williams,1989-05-20,1,Analyst,Finance,2020-03-26,54758.89934032119,6.751970622952357,0.06819239472859771,3,2,8.10186500483881,Good,1.0
Alex,Doe,2001-06-10,1,Analyst,Finance,2021-11-23,105274.07196693594,9.769953795746279,0.19512038383133049,26,3,8.396553904776123,Average,0.0
John,Johnson,1999-05-07,0,Analyst,Finance,2022-02-27,112063.67125855022,4.952175947243655,0.007989594657218869,18,1,8.437512804404996,Good,1.0
Jane,Doe,1998-11-22,1,Manager,HR,2024-02-05,115219.21767069213,3.476531012392612,0.07959206927615144,20,16,4.044078705855563,Good,0.0
Jane,Doe,1981-06-11,1,Developer,IT,2021-11-11,92958.08318539715,3.762379656831093,0.011418867581588743,4,14,6.899589746615013,Good,1.0
John,Johnson,1981-08-08,0,Analyst,IT,2022-03-08,118475.82296533383,5.445812342261691,0.1738704601984695,26,5,5.509362132861431,Average,0.0
Jane,Smith,1992-01-06,0,Developer,IT,2021-04-07,47324.383557224435,1.916908877256009,0.18222410027839153,20,19,5.626210328888588,Average,0.0
Jane,Doe,2004-12-20,1,Developer,Finance,2020-02-25,98098.18944171589,6.241915691994663,0.037318019374633506,19,12,2.658237864154068,Average,0.0
Alex,Doe,1996-03-06,0,Manager,HR,2024-03-06,103754.61168474471,3.9406500151177024,0.06992287976154443,26,12,1.2394752946991572,Poor,0.0
Alex,Williams,1975-03-09,1,Analyst,IT,2020-09-29,110380.23671902253,7.2047542048419215,0.05675958860830983,25,13,3.7523216015529757,Good,0.0
Alex,Doe,1987-07-02,1,Developer,HR,2021-06-20,103156.5874383082,6.208808287239993,0.12365700420274398,1,17,8.51012427570487,Average,0.0
Emily,Johnson,1993-12-11,1,Developer,IT,2021-03-28,68879.04343170967,1.2971074231029451,0.19078735050528176,8,14,8.100343215539915,Poor,0.0
Emily,Smith,1970-05-10,1,Developer,HR,2022-04-20,49054.293493317375,2.298160190062932,0.15179536637080615,27,3,9.206066011435942,Poor,0.0
